2232,"[0.00495397 0.01488838 0.04394333 0.         0.00754746 0.01364156
 0.00261172 0.         0.00047794 0.01680591]"
2282,"[0.         0.         0.04131025 0.         0.         0.02299852
 0.         0.         0.00365318 0.        ]"
2332,"[0.05795234 0.09650745 0.01584596 0.00605562 0.0017654  0.01115376
 0.00611353 0.06910121 0.05473135 0.02016108]"
2382,"[0.         0.00462968 0.02636622 0.         0.         0.03162472
 0.00886651 0.         0.01044219 0.        ]"
2432,"[0.         0.01347143 0.00890466 0.         0.         0.00401039
 0.         0.0429563  0.0413974  0.        ]"
2482,"[0.04268561 0.10997325 0.01761752 0.         0.26544815 0.01169969
 0.         0.01038627 0.0193145  0.00610348]"
2532,"[0.00466037 0.11312849 0.00247448 0.01206579 0.01802996 0.04017134
 0.00038789 0.0017183  0.02380024 0.01075962]"
2582,"[0.00187155 0.18664213 0.06941628 0.01669438 0.         0.00161035
 0.         0.02831433 0.0271934  0.06382   ]"
2632,"[0.00725002 0.04086582 0.00559176 0.03417297 0.06789678 0.0152174
 0.00606209 0.01734969 0.03596131 0.03307022]"
2682,"[0.00820301 0.00796229 0.0635876  0.00994248 0.         0.00729635
 0.00043518 0.         0.01541783 0.        ]"
2732,"[0.08217996 0.03439012 0.02628472 0.05927168 0.0044717  0.00235928
 0.0157242  0.         0.03764407 0.        ]"
2782,"[0.3568005  0.06154531 0.         1.1861881  0.5875031  0.
 0.         0.01806487 0.         0.        ]"
2832,"[0.00843894 0.0176046  0.00706539 0.01074385 0.         0.01582242
 0.00224879 0.01639778 0.02368519 0.00308766]"
2882,"[0.23095462 0.         0.         0.23735051 0.         0.09799456
 0.         0.0201138  0.         0.009979  ]"
2932,"[0.0233723  0.03043673 0.         0.00780044 0.00957308 0.00516659
 0.         0.02028707 0.00109632 0.09316809]"
2982,"[0.         0.00348817 0.03719974 0.         0.         0.00299876
 0.00523428 0.00676315 0.         0.00197571]"
3032,"[0.0000000e+00 4.0682140e-03 9.4373906e-03 9.5714936e-03 0.0000000e+00
 3.9904034e-03 1.0799936e-02 7.5544347e-05 0.0000000e+00 4.2340411e-03]"
3082,"[0.04460175 0.         0.14769354 0.         0.01745139 0.08022887
 0.         0.         0.19203264 0.03523734]"
3132,"[0.0759973  0.         0.01566009 0.03774239 0.         0.02942769
 0.01896291 0.03861476 0.00806726 0.        ]"
3182,"[0.00307286 0.         0.00284696 0.00623721 0.         0.00541467
 0.01209655 0.02475893 0.02164797 0.        ]"
3232,"[0.05035679 0.07086457 0.         0.01240331 0.21376705 0.00454365
 0.         0.03545565 0.00140452 0.        ]"
3282,"[0.011003   0.         0.01510627 0.         0.         0.01204248
 0.00216822 0.00422416 0.00328244 0.        ]"
3332,"[0.01165782 0.         0.110055   0.         0.05279314 0.01462214
 0.         0.00363668 0.00401673 0.        ]"
3382,"[0.07955243 0.09067208 0.00294195 0.0040429  0.32575527 0.
 0.         0.01442593 0.01434012 0.00289318]"
3432,"[0.         0.24985604 0.02527122 0.01067181 0.         0.00968702
 0.01309732 0.         0.02016657 0.        ]"
3482,"[0.00128851 0.         0.01896151 0.         0.         0.00692876
 0.         0.         0.02803392 0.        ]"
3532,"[0.         0.05630437 0.04084808 0.00781396 0.03727981 0.
 0.04230285 0.         0.04150846 0.        ]"
3582,"[0.0141885  0.03617354 0.03259571 0.         0.07934394 0.04341762
 0.         0.02142212 0.01268023 0.01464143]"
3632,"[0.         0.33441138 0.03895704 0.00759204 0.07524325 0.01434385
 0.         0.02400807 0.02829711 0.06506237]"
3682,"[0.00145405 0.13602783 0.         0.         0.36244205 0.
 0.00145763 0.         0.08220167 0.        ]"
3732,"[0.         0.02628148 0.01628025 0.0002475  0.         0.
 0.03129753 0.         0.         0.06243996]"
3782,"[0.0758049  0.05161634 0.         0.         0.07337076 0.0309282
 0.00360801 0.01069132 0.01006315 0.0173298 ]"
3832,"[0.         0.07342815 0.16138898 0.         0.06121394 0.
 0.         0.         0.0003607  0.01095056]"
3882,"[0.00117216 0.         0.01502261 0.01692007 0.         0.02543183
 0.         0.00143172 0.         0.00144568]"
3932,"[0.         0.00340423 0.00671282 0.         0.         0.
 0.00899864 0.0019557  0.         0.        ]"
3982,"[0.00331028 0.15391599 0.         0.01046496 0.         0.01815097
 0.00314222 0.00908162 0.02968364 0.        ]"
4032,"[0.         0.         0.03783383 0.         0.         0.00911698
 0.00106076 0.00043907 0.00185321 0.00954081]"
4082,"[0.00238741 0.00328899 0.02033506 0.01966002 0.         0.00257241
 0.         0.00434653 0.00994971 0.0016272 ]"
4132,"[0.         0.09351742 0.03700188 0.01769929 0.         0.08724736
 0.02423978 0.         0.         0.        ]"
4182,"[0.00748106 0.00208125 0.         0.01046599 0.         0.01306251
 0.03248018 0.         0.         0.00374216]"
4232,"[0.0000000e+00 0.0000000e+00 2.6670001e-02 1.1846683e-02 0.0000000e+00
 4.2246263e-02 3.7984453e-05 2.1954551e-03 2.3373466e-02 0.0000000e+00]"
4282,"[0.         0.19337463 0.         0.         0.733559   0.
 0.         1.0979741  0.         0.        ]"
4332,"[0.00282752 0.06694033 0.0045302  0.01510202 0.03545719 0.
 0.00170856 0.01869105 0.01842639 0.        ]"
4382,"[1.2683984e-03 4.7764122e-02 1.1354222e-02 1.1337387e-02 7.2269621e-03
 2.6568569e-05 1.0900238e-02 0.0000000e+00 1.6138680e-02 1.1410889e-02]"
4432,"[0.01445643 0.         0.05308991 0.         0.         0.
 0.00797102 0.         0.         0.06432147]"
4482,"[0.01415052 0.0852975  0.         0.00161663 0.04021574 0.00807817
 0.0026165  0.00357054 0.01979053 0.01671255]"
4532,"[0.         0.00072241 0.0169226  0.00045923 0.         0.0003742
 0.00202981 0.00432303 0.00037011 0.00076057]"
4582,"[0.00000000e+00 1.48404855e-02 4.03170064e-02 0.00000000e+00
 0.00000000e+00 3.18327770e-02 5.30754740e-04 2.66908598e-03
 7.34357891e-05 1.01998905e-02]"
4632,"[0.         0.         0.         0.         0.00691774 0.02081357
 0.30760512 0.01552814 0.04088192 0.03423879]"
4682,"[0.00556841 0.         0.00436082 0.0063878  0.         0.00107061
 0.00109512 0.         0.         0.        ]"
4732,"[0.0076358  0.03051276 0.         0.02440349 0.05159934 0.00890033
 0.00127254 0.0010748  0.01086568 0.        ]"
4782,"[0.01217195 0.06169291 0.07077674 0.         0.34119225 0.
 0.         0.         0.04541337 0.00678194]"
4832,"[0.00185537 0.         0.         0.0005213  0.         0.00154811
 0.00158966 0.00119812 0.00093143 0.        ]"
4882,"[0.00177287 0.         0.02144807 0.0092659  0.         0.01336509
 0.         0.00251963 0.00860893 0.00528295]"
4932,"[0.         0.         0.         0.         0.36548102 0.
 0.         0.         1.1837546  0.        ]"
4982,"[0.01531137 0.41744262 0.         0.02539355 0.0147094  0.
 0.         0.         0.06146207 0.        ]"
5032,"[0.         0.02281535 0.0050707  0.02223906 0.0017106  0.0013187
 0.00534518 0.         0.         0.        ]"
5082,"[0.         0.63065606 0.         0.         0.2658267  0.
 0.         0.         0.0422474  0.        ]"
5132,"[0.         0.1469599  0.         0.         0.4653077  0.00220186
 0.         0.00313426 0.05146831 0.09058736]"
5182,"[0.         0.         0.03247518 0.00047547 0.09509564 0.00927893
 0.         0.         0.01285985 0.        ]"
5232,"[4.9889426e-05 1.0215819e-04 1.2365093e-02 7.7415473e-04 0.0000000e+00
 4.7196864e-04 1.7778606e-03 1.1493206e-02 1.5271722e-03 0.0000000e+00]"
5282,"[0.01050634 0.         0.02515139 0.         0.11009081 0.015603
 0.0018409  0.         0.0345427  0.        ]"
5332,"[0.04452234 0.02845663 0.         0.05760138 0.18686418 0.
 0.         0.         0.         0.00845749]"
5382,"[0.13087608 0.1478659  0.         0.04975826 0.8195932  0.
 0.         0.00643412 0.         0.02024501]"
5432,"[0.         0.011365   0.05658585 0.00760317 0.00249411 0.
 0.         0.04173502 0.05581263 0.        ]"
5482,"[3.3491521e-04 4.7779945e-01 3.9348856e-02 5.1962552e-03 1.6724466e-01
 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.4378599e-02 2.4459581e-03]"
5532,"[0.         0.16206875 0.         0.0206689  0.         0.00240338
 0.         0.00688072 0.04884123 0.00156507]"
5582,"[0.00020623 0.0001735  0.00436229 0.01875337 0.0708937  0.02057871
 0.00125947 0.00653885 0.01187811 0.00299711]"
5632,"[0.         0.03183361 0.         0.00316865 0.01238422 0.00121947
 0.         0.0215177  0.01237507 0.01075283]"
5682,"[0.         0.         0.         0.         0.         0.01455277
 0.00674076 0.03580648 0.         0.        ]"
5732,"[0.00897592 0.05037918 0.01413701 0.0129649  0.         0.02213461
 0.         0.00658319 0.04264349 0.04791931]"
5782,"[0.         0.00050739 0.00222304 0.         0.         0.0036522
 0.00219843 0.         0.0022751  0.00024125]"
5832,"[0.0500524  0.11490053 0.         0.         0.52095026 0.
 0.         0.         0.         0.        ]"
5882,"[0.         0.         0.02545813 0.01104288 0.         0.00581926
 0.00350409 0.00020874 0.         0.        ]"
5932,"[0.00548174 0.05859028 0.01498783 0.         0.20523612 0.
 0.00690184 0.         0.         0.        ]"
5982,"[0.00502187 0.0344132  0.01002956 0.01192385 0.00320618 0.00913259
 0.00432298 0.0203875  0.01719935 0.00494675]"
6032,"[0.         0.08061967 0.01138627 0.00090006 0.01488325 0.0111353
 0.01046213 0.00782899 0.01734766 0.01603869]"
6082,"[0.10082849 0.         0.         0.         0.09250063 0.
 0.07062232 0.05831824 0.         0.02085623]"
6132,"[0.00693762 0.05367034 0.00516619 0.00061986 0.02402266 0.
 0.00223673 0.         0.00666521 0.        ]"
6182,"[0.00648939 0.1437357  0.0008949  0.01062758 0.34035444 0.
 0.00133787 0.01405391 0.         0.00084871]"
6232,"[0.         0.00098034 0.012336   0.         0.         0.00999313
 0.00602661 0.         0.00396526 0.00118613]"
6282,"[0.         0.         0.00596679 0.         0.0679414  0.00092926
 0.         0.         0.00943078 0.0070998 ]"
6332,"[0.00244556 0.         0.01598714 0.00879466 0.         0.
 0.00035884 0.         0.00167935 0.        ]"
6382,"[0.00404655 0.         0.02172577 0.         0.36031213 0.06904475
 0.         0.         0.24987404 0.08641483]"
6432,"[0.00149893 0.00236204 0.02148303 0.         0.         0.00407023
 0.         0.00215803 0.01864464 0.00320767]"
6482,"[0.01304548 0.04697943 0.01954648 0.04316581 0.00949901 0.
 0.         0.02832412 0.05568605 0.02294702]"
6532,"[0.052686   0.10296419 0.02568819 0.02167244 0.30876628 0.01466903
 0.         0.         0.         0.        ]"
6582,"[0.04090175 0.09646095 0.         0.03712526 0.1779785  0.01173891
 0.00398948 0.         0.0172292  0.00570311]"
6632,"[0.         0.         0.00072799 0.0039664  0.         0.00272285
 0.00123173 0.00134865 0.00053814 0.        ]"
6682,"[0.00274807 0.00541964 0.01869911 0.         0.         0.01265821
 0.         0.         0.00485318 0.        ]"
6732,"[0.01642027 0.00011427 0.07592537 0.0359592  0.         0.
 0.         0.         0.         0.        ]"
6782,"[0.         0.03726331 0.06160618 0.         0.00192216 0.
 0.00055672 0.1585742  0.         0.03780734]"
6832,"[0.         0.00057652 0.06589334 0.         0.01505045 0.01308401
 0.         0.         0.03527348 0.        ]"
6882,"[0.         0.         0.18138234 0.         0.00399948 0.
 0.         0.16943581 0.         0.01010377]"
6932,"[0.         0.02568562 0.00803433 0.00278499 0.00951738 0.00529027
 0.         0.         0.02050573 0.        ]"
6982,"[0.06060955 0.         0.0855097  0.         0.03537932 0.11541181
 0.         0.         0.09772389 0.        ]"
7032,"[0.         0.06213329 0.00270336 0.         0.00547975 0.02543997
 0.001876   0.05237207 0.06106645 0.00242257]"
7082,"[0.         0.50795263 0.         0.00332978 0.07798938 0.
 0.         0.         0.03652104 0.        ]"
7132,"[0.         0.         0.00335886 0.00132181 0.00170325 0.01564311
 0.00011252 0.         0.00292369 0.        ]"
7182,"[0.         0.         0.04069689 0.00909594 0.         0.001412
 0.01387135 0.         0.00396173 0.01800619]"
7232,"[0.02744497 0.22909895 0.         0.         0.16387054 0.
 0.         0.         0.00587909 0.03663344]"
7282,"[0.         0.         0.0093751  0.         0.04778687 0.
 0.00416976 0.         0.03627044 0.        ]"
7332,"[0.         0.01284312 0.01164034 0.00411742 0.01489004 0.00535258
 0.0014642  0.         0.0136527  0.00341726]"
7382,"[0.         0.         0.00400905 0.         0.         0.00177705
 0.00117194 0.         0.00185074 0.00108407]"
7432,"[0.00373472 0.41727772 0.02878118 0.         0.49659255 0.
 0.00069252 0.         0.05403696 0.02851147]"
7482,"[0.00482078 0.01388447 0.00545419 0.00376126 0.00331026 0.01338912
 0.         0.         0.         0.        ]"
7532,"[0.         0.06699716 0.00862413 0.02112316 0.01031177 0.
 0.00208157 0.00147952 0.00999917 0.        ]"
7582,"[0.         0.01645702 0.00564714 0.02382231 0.         0.00337692
 0.00509699 0.00049254 0.01309127 0.        ]"
7632,"[0.         0.04759754 0.00425233 0.00892387 0.02434817 0.00930197
 0.00507764 0.01256924 0.0103349  0.        ]"
7682,"[0.05841558 0.00159838 0.         0.         0.         0.
 0.01339205 0.0877541  0.04944459 0.02903836]"
7732,"[0.         0.00308138 0.01495014 0.00453307 0.         0.00015757
 0.00398323 0.00402017 0.00422819 0.        ]"
7782,"[0.         0.25353226 0.00770564 0.00817069 0.00197099 0.02510102
 0.         0.         0.03853947 0.        ]"
7832,"[0.00490131 0.2521943  0.07759674 0.01133091 0.08768433 0.
 0.         0.         0.00204799 0.00533214]"
7882,"[0.         0.24529311 0.1098398  0.         0.03935321 0.0363203
 0.         0.         0.1635189  0.0026975 ]"
7932,"[0.01728514 0.         0.         0.00143997 0.         0.01639476
 0.00931381 0.04304592 0.02661961 0.01265592]"
7982,"[0.09770598 0.06646272 0.         0.0044673  0.         0.02330458
 0.         0.0426618  0.00223708 0.        ]"
8032,"[0.0000000e+00 1.0368743e-06 3.6825371e-04 0.0000000e+00 0.0000000e+00
 2.6191866e-03 1.7994465e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00]"
8082,"[0.         0.26398632 0.02166289 0.         0.         0.02241324
 0.         0.02173925 0.0756042  0.        ]"
8132,"[0.         0.09018119 0.02009518 0.         0.         0.00334558
 0.00973439 0.         0.00254808 0.        ]"
8182,"[0.5047058  0.01764898 0.03079205 0.         0.         0.
 0.         0.         0.         0.01091986]"
8232,"[0.0000000e+00 0.0000000e+00 3.0477068e-03 0.0000000e+00 0.0000000e+00
 2.9979942e-03 0.0000000e+00 2.4694540e-03 5.1607806e-03 9.9085970e-05]"
8282,"[0.0038243  0.         0.01257847 0.00279001 0.00179752 0.02379289
 0.         0.00550095 0.00895788 0.        ]"
8332,"[0.00970519 0.00744235 0.00951185 0.         0.         0.01026247
 0.         0.         0.03867502 0.        ]"
8382,"[0.         0.43037114 0.         0.         0.         0.
 0.         0.         0.2074912  0.48061678]"
8432,"[0.         0.         0.00895778 0.         0.         0.00261775
 0.         0.         0.0076458  0.        ]"
8482,"[0.         0.         0.00887412 0.         0.         0.00207723
 0.         0.008307   0.00561249 0.01077763]"
8532,"[0.         0.01364122 0.01118868 0.         0.         0.0098533
 0.         0.01258748 0.0125787  0.        ]"
8582,"[0.03390922 0.4825164  0.         0.         0.03736768 0.05491658
 0.         0.         0.         0.        ]"
8632,"[0.04345564 0.16182092 0.         0.01444523 0.00069359 0.
 0.         0.02690836 0.06054444 0.01233598]"
8682,"[0.00143786 0.00041106 0.00268905 0.         0.         0.00651405
 0.         0.         0.01148345 0.        ]"
8732,"[0.01434911 0.12439172 0.         0.         0.08557028 0.0218616
 0.         0.         0.         0.01580103]"
8782,"[0.0125109  0.00780553 0.         0.00854346 0.2512329  0.
 0.         0.00032069 0.         0.        ]"
8832,"[0.         0.         0.         0.15199593 0.         0.1425149
 0.         0.         0.         0.        ]"
8882,"[0.         0.         0.         0.         0.         0.
 0.00839018 0.00826268 0.1185674  0.        ]"
8932,"[0.         0.01540894 0.00838032 0.         0.         0.00381062
 0.03682666 0.         0.         0.04129475]"
8982,"[0.         0.01771104 0.01004551 0.         0.01531871 0.00233415
 0.         0.00429197 0.         0.        ]"
9032,"[0.         0.16640867 0.01908392 0.00102322 0.04574521 0.
 0.         0.00040892 0.02320167 0.        ]"
9082,"[0.00094493 0.05257765 0.         0.         0.5532331  0.
 0.         0.         0.         0.        ]"
9132,"[0.0711436  0.         0.02434873 0.         0.44131753 0.
 0.         0.         0.05710487 0.02953199]"
9182,"[0.         0.         0.09025533 0.         0.         0.02924584
 0.         0.00611879 0.13718931 0.        ]"
9232,"[0.01429818 0.01942467 0.         0.         0.5283446  0.00416799
 0.         0.         0.         0.        ]"
9282,"[0.         0.03687844 0.0014639  0.00374476 0.         0.00077912
 0.00028715 0.01877097 0.00588632 0.        ]"
9332,"[0.         0.         0.00342622 0.04762262 0.         0.00280263
 0.00875914 0.         0.         0.00969504]"
9382,"[0.00226606 0.00714343 0.00798837 0.0156189  0.         0.00062204
 0.         0.         0.         0.00142721]"
9432,"[0.         0.         0.         0.00344731 0.14384557 0.03709846
 0.         0.         0.02886986 0.        ]"
9482,"[0.         0.         0.00427807 0.03046308 0.         0.02200305
 0.         0.00120813 0.00653844 0.        ]"
9532,"[0.01067616 0.13519907 0.         0.01401409 0.00431418 0.
 0.         0.0040365  0.         0.02821365]"
9582,"[0.         0.76077974 0.01894201 0.         0.         0.00775801
 0.         0.0467962  0.11608076 0.00676413]"
9632,"[0.00528965 0.12336475 0.         0.08374366 0.6596026  0.03223515
 0.         0.01467301 0.04778158 0.01709561]"
9682,"[0.         0.05315408 0.03191559 0.         0.         0.
 0.         0.         0.01320818 0.02676173]"
9732,"[0.         0.00216927 0.         0.00359831 0.         0.00056792
 0.         0.         0.00089886 0.00600279]"
9782,"[0.         0.11872414 0.         0.         0.41352543 0.
 0.         0.         0.         0.        ]"
9832,"[0.         0.         0.04674134 0.         0.         0.
 0.         0.         0.         0.        ]"
9882,"[0.00442082 0.00351437 0.00485238 0.0003532  0.         0.0132423
 0.00197229 0.00401693 0.00230104 0.00383196]"
9932,"[0.         0.00916958 0.02828782 0.         0.00184998 0.01091466
 0.         0.00347988 0.02335424 0.00221739]"
9982,"[0.00038452 0.         0.02195402 0.         0.         0.
 0.0116406  0.         0.0053122  0.02667899]"
10032,"[0.         0.04219973 0.         0.         0.         0.00598583
 0.00545691 0.01012751 0.00355695 0.        ]"
10082,"[0.00067715 0.         0.00101744 0.00051608 0.         0.00313914
 0.00185802 0.00165916 0.00198508 0.00071523]"
10132,"[0.02067704 0.01472476 0.01107592 0.05370765 0.         0.02036269
 0.00470957 0.         0.00267331 0.        ]"
10182,"[0.         0.16260734 0.         0.00334693 0.04803198 0.
 0.         0.         0.00373137 0.        ]"
10232,"[0.         0.         0.01877409 0.01291018 0.01192693 0.02581598
 0.00319725 0.00560145 0.00751401 0.02691998]"
10282,"[0.         0.0191119  0.         0.         0.00333058 0.
 0.         0.         0.00047565 0.00021619]"
10332,"[0.01095536 0.00537988 0.07011714 0.00872367 0.03095743 0.00419075
 0.         0.         0.0218519  0.        ]"
10382,"[0.         0.3198823  0.         0.         0.06483299 0.
 0.         0.         0.01441145 0.        ]"
10432,"[0.03291893 0.04877663 0.0064343  0.         0.04152756 0.00557964
 0.         0.         0.00568297 0.01111482]"
10482,"[0.00747535 0.02788687 0.         0.02605659 0.         0.
 0.08492479 0.12350302 0.02586593 0.        ]"
10532,"[0.         0.38811266 0.         0.         0.06908082 0.02620211
 0.01177286 0.         0.10001136 0.03768636]"
10582,"[0.00316282 0.02807087 0.         0.         0.16873603 0.00599782
 0.         0.02799954 0.04893534 0.        ]"
10632,"[0.02555502 0.00810465 0.06695643 0.         0.00472953 0.
 0.         0.         0.2023572  0.        ]"
10682,"[0.         0.00322764 0.         0.00233634 0.00701842 0.0003355
 0.00013078 0.00176236 0.         0.0764452 ]"
10732,"[0.         0.         0.02193111 0.         0.06562194 0.00828843
 0.         0.00224134 0.01128    0.00249834]"
10782,"[0.         0.10475256 0.         0.02230934 0.         0.19047764
 0.0564589  0.02086728 0.04398844 0.        ]"
10832,"[0.07791431 0.06751183 0.         0.         0.23315683 0.
 0.07094165 0.         0.         0.        ]"
10882,"[0.00693679 0.         0.00939079 0.00230127 0.         0.01259547
 0.00059789 0.00045477 0.01493915 0.        ]"
10932,"[0.         0.16158228 0.         0.00043493 0.03412995 0.
 0.00531426 0.         0.         0.00188617]"
10982,"[0.         0.01879066 0.00095234 0.         0.         0.
 0.         0.         0.00125106 0.        ]"
11032,"[0.         0.         0.00751566 0.00086952 0.00146387 0.00050492
 0.00206784 0.         0.00011362 0.00215129]"
11082,"[0.00159958 0.         0.00049001 0.00040615 0.         0.00246109
 0.00010347 0.00146845 0.00117137 0.0054165 ]"
11132,"[0.         0.00482953 0.0410986  0.00039922 0.03313154 0.01182937
 0.01437911 0.00543319 0.00187873 0.        ]"
11182,"[0.03860139 0.02204282 0.         0.         0.13205688 0.
 0.         0.00329213 0.         0.        ]"
11232,"[0.         0.         0.00405701 0.         0.00018974 0.00504383
 0.00216464 0.00048325 0.00159961 0.00207442]"
11282,"[0.         0.02514049 0.0034966  0.         0.         0.01628314
 0.00592156 0.01760365 0.01149988 0.        ]"
11332,"[0.25768453 0.         0.05793745 0.         0.4917417  0.00968572
 0.         0.         0.43633127 0.15795664]"
11382,"[0.         0.03950459 0.01160007 0.0158228  0.00838459 0.00122395
 0.         0.00949478 0.00319554 0.        ]"
11432,"[0.         0.20827284 0.         0.         0.05651038 0.
 0.         0.00244478 0.06236222 0.        ]"
11482,"[0.         0.25669527 0.         0.0501983  0.         0.
 0.         0.         0.03678712 0.        ]"
11532,"[0.         0.02313143 0.00843415 0.00217134 0.         0.01139546
 0.00438568 0.         0.01061788 0.00035909]"
11582,"[0.01640168 0.01110249 0.         0.01150235 0.14866848 0.01360752
 0.00833806 0.         0.0174838  0.00124581]"
11632,"[0.00461268 0.0537454  0.00175221 0.02100994 0.         0.00423438
 0.00168237 0.         0.01626108 0.02771787]"
11682,"[0.         0.         0.01428142 0.01296276 0.         0.00519506
 0.00487638 0.00220345 0.00047588 0.        ]"
11732,"[0.         0.14048542 0.         0.         0.05295289 0.
 0.         0.         0.00539283 0.        ]"
