,track_genre_val
125,['Coldplay']
126,['Coldplay']
127,['Coldplay']
128,['Coldplay']
129,['Coldplay']
130,['Coldplay']
131,['Coldplay']
132,['Coldplay']
133,['Coldplay']
134,['Coldplay']
135,['Coldplay']
136,['Coldplay']
137,['Coldplay']
138,['Coldplay']
139,['Coldplay']
140,['Coldplay']
141,['Coldplay']
142,['Coldplay']
143,['Coldplay']
144,['Coldplay']
145,['Coldplay']
146,['Coldplay']
147,['Coldplay']
148,['Coldplay']
149,['Coldplay']
150,['Coldplay']
151,['Coldplay']
152,['Coldplay']
153,['Coldplay']
154,['Coldplay']
155,['Coldplay']
156,['Coldplay']
157,['Coldplay']
158,['Coldplay']
159,['Coldplay']
160,['Coldplay']
161,['Coldplay']
162,['Coldplay']
163,['Coldplay']
164,['Hip-Hop']
165,['Hip-Hop']
166,['Hip-Hop']
167,['Hip-Hop']
168,['Hip-Hop']
169,['Hip-Hop']
170,['Hip-Hop']
171,['Hip-Hop']
172,['Hip-Hop']
173,['Hip-Hop']
174,['Hip-Hop']
175,['Hip-Hop']
176,['Hip-Hop']
177,['electronic']
178,['electronic']
179,['electronic']
180,['electronic']
181,['electronic']
182,['Soundtrack']
183,['pop']
184,['rock']
185,['rock']
186,['rock']
187,['rock']
188,['rock']
189,['rock']
190,['rock']
191,['rock']
192,['rock']
193,['rock']
194,['rock']
195,['rock']
196,['rock']
197,['rock']
198,['rock']
199,['60s']
200,['The Breath of the Universe']
201,['indie']
202,['indie']
203,['indie']
204,['indie']
205,['indie']
207,['RNB SOUL']
208,['instrumental']
209,['instrumental']
210,['jazz']
211,['jazz']
212,['rap']
213,['soul']
214,['soul']
215,['soul']
216,['soul']
217,['soul']
218,['soul']
219,['soul']
220,['soul']
221,['soul']
222,['soul']
223,['soul']
224,['soul']
225,['soul']
226,['soul']
227,['soul']
228,['soul']
229,['dance']
230,['colbie caillat']
231,['colbie caillat']
232,['jazz']
233,['jazz']
234,['jazz']
235,['jazz']
236,['jazz']
237,['jazz']
238,['indie']
239,['indie']
240,['indie']
241,['indie']
242,['indie']
243,['indie']
244,['indie']
245,['indie']
246,['indie']
247,['funk']
248,['funk']
249,['funk']
250,['funk']
251,['funk']
252,['indie']
253,['indie']
254,['indie']
255,['indie']
256,['indie']
257,['indie']
258,['indie']
259,['indie']
260,['indie']
261,['indie']
262,['indie']
263,['indie']
264,['indie']
265,['indie']
266,['rock']
267,['rock']
268,['rock']
269,['rock']
270,['rock']
271,['rock']
272,['rock']
273,['rock']
274,['soul']
275,['soul']
276,['latin']
277,['latin']
278,['latin']
279,['latin']
280,['rock']
281,['folk']
282,['folk']
283,['folk']
284,['indie']
285,['indie']
286,['indie']
287,['rock']
288,['rock']
289,['rock']
290,['rock']
291,['rock']
292,['rock']
293,['rock']
294,['rock']
295,['rock']
296,['rock']
297,['rock']
298,['rock']
299,['rock']
300,['rock']
301,['rock']
302,['rock']
303,['rock']
304,['rock']
305,['rock']
306,['rock']
307,['rock']
308,['rock']
309,['rock']
310,['rock']
311,['rock']
312,['rock']
313,['rock']
314,['rock']
315,['rock']
316,['rock']
317,['rock']
318,['rock']
319,['rock']
320,['rock']
321,['rock']
322,['rock']
323,['rock']
324,['rock']
325,['rock']
326,['rock']
327,['rock']
328,['rock']
329,['rock']
330,['rock']
331,['rock']
332,['rock']
333,['rock']
334,['rock']
335,['rock']
336,['rock']
337,['rock']
338,['rock']
339,['rock']
340,['rock']
341,['rock']
342,['rock']
366,['Hip-Hop']
367,['Hip-Hop']
368,['Hip-Hop']
369,['Hip-Hop']
370,['Hip-Hop']
371,['Hip-Hop']
372,['Hip-Hop']
373,['Hip-Hop']
374,['Hip-Hop']
375,['Hip-Hop']
376,['Hip-Hop']
377,['Hip-Hop']
378,['Hip-Hop']
379,['alternative']
380,['alternative']
381,['alternative']
382,['electronic']
383,['electronic']
384,['electronic']
385,['electronic']
386,['electronic']
387,['electronic']
388,['electronic']
389,['80s']
390,['80s']
391,['80s']
392,['80s']
393,['80s']
394,['80s']
395,['80s']
396,['80s']
408,['electronic']
409,['electronic']
410,['electronic']
411,['electronic']
412,['electronic']
413,['ambient']
414,['ambient']
415,['ambient']
416,['ambient']
417,['hardcore']
418,['hardcore']
419,['hardcore']
420,['hardcore']
421,['hardcore']
422,['hardcore']
423,['rock']
424,['rock']
425,['rock']
426,['rock']
427,['rock']
428,['trip-hop']
429,['trip-hop']
430,['trip-hop']
431,['trip-hop']
432,['trip-hop']
433,['trip-hop']
434,['trip-hop']
435,['trip-hop']
436,['trip-hop']
437,['trip-hop']
438,['trip-hop']
439,['trip-hop']
440,['trip-hop']
441,['trip-hop']
442,['trip-hop']
443,['folk']
444,['folk']
445,['folk']
446,['folk']
447,['folk']
448,['folk']
449,['folk']
450,['folk']
451,['folk']
452,['folk']
453,['folk']
454,['folk']
455,['folk']
456,['trip-hop']
457,['trip-hop']
458,['dance']
459,['acoustic']
460,['worship']
461,['trip-hop']
462,['trip-hop']
463,['trip-hop']
464,['trip-hop']
465,['trip-hop']
466,['trip-hop']
467,['trip-hop']
468,['trip-hop']
469,['trip-hop']
470,['rock']
471,['rock']
472,['rock']
473,['electro']
474,['Smooth Jazz']
475,['christian rock']
476,['christian rock']
477,['jazz']
478,['jazz']
479,['jazz']
480,['jazz']
481,['glitch hop']
482,['drjazzmrfunkmusic']
483,['drjazzmrfunkmusic']
484,['alternative']
485,['alternative']
486,['alternative']
487,['alternative']
488,['alternative']
491,['House']
494,['screamo']
495,['dance']
496,['dance']
497,['screamo']
498,['screamo']
499,['screamo']
500,['electronic']
501,['classic rock']
502,['classic rock']
506,['folk']
507,['folk']
508,['folk']
509,['folk']
510,['folk']
511,['folk']
512,['folk']
513,['folk']
514,['classic rock']
515,['quarkzangsun v1']
516,['quarkzangsun v1']
517,['quarkzangsun v1']
518,['quarkzangsun v1']
519,['Power metal']
520,['indie rock']
521,['electronic']
522,['electronic']
523,['Progressive rock']
524,['Progressive rock']
525,['glam rock']
526,['piano']
527,['70s']
528,['70s']
529,['70s']
530,['70s']
531,['70s']
532,['70s']
533,['Drum and bass']
534,['piano']
535,['piano']
536,['rock']
537,['rock']
538,['rock']
539,['rock']
540,['rock']
541,['rock']
542,['rock']
543,['rock']
544,['rock']
545,['rock']
546,['rock']
547,['rock']
548,['animals']
549,['animals']
550,['animals']
564,['electronic']
565,['electronic']
566,['electronic']
567,['electronic']
568,['electronic']
569,['electronic']
570,['electronic']
571,['electronic']
572,['electronic']
573,['electronic']
574,['electronic']
575,['electronic']
576,['electronic']
577,['electronic']
578,['electronic']
579,['electronic']
580,['electronic']
581,['electronic']
582,['electronic']
583,['electronic']
584,['electronic']
585,['electronic']
586,['electronic']
587,['electronic']
588,['pop']
589,['pop']
590,['pop']
591,['pop']
592,['pop']
593,['pop']
594,['pop']
595,['pop']
596,['pop']
597,['pop']
598,['pop']
599,['pop']
600,['pop']
601,['pop']
602,['pop']
603,['pop']
604,['pop']
605,['soul']
606,['soul']
607,['soul']
608,['Hip-Hop']
609,['Hip-Hop']
610,['Hip-Hop']
611,['Hip-Hop']
612,['latin funk']
613,['latin funk']
614,['latin funk']
615,['latin funk']
616,['latin funk']
617,['latin funk']
618,['indie']
619,['indie']
620,['indie']
621,['Coldplay']
622,['Coldplay']
623,['Coldplay']
624,['Coldplay']
625,['Coldplay']
626,['Coldplay']
627,['Coldplay']
628,['Coldplay']
629,['Coldplay']
630,['Coldplay']
631,['Coldplay']
632,['Coldplay']
633,['Coldplay']
634,['Coldplay']
635,['Coldplay']
636,['Coldplay']
637,['Coldplay']
638,['Coldplay']
639,['Coldplay']
640,['Coldplay']
641,['Coldplay']
642,['Coldplay']
643,['Coldplay']
644,['Coldplay']
645,['Coldplay']
646,['Coldplay']
647,['Coldplay']
648,['Coldplay']
649,['Coldplay']
650,['Coldplay']
651,['Coldplay']
652,['Coldplay']
653,['Coldplay']
654,['Coldplay']
655,['Coldplay']
656,['Coldplay']
657,['Coldplay']
658,['Coldplay']
659,['Coldplay']
660,['Coldplay']
661,['Coldplay']
662,['Coldplay']
663,['Coldplay']
664,['Coldplay']
665,['Coldplay']
666,['Coldplay']
667,['Coldplay']
668,['Coldplay']
669,['Hip-Hop']
670,['Hip-Hop']
671,['Hip-Hop']
672,['Hip-Hop']
673,['Hip-Hop']
674,['Hip-Hop']
675,['Hip-Hop']
676,['Hip-Hop']
677,['Hip-Hop']
678,['Hip-Hop']
679,['Hip-Hop']
680,['Hip-Hop']
681,['Hip-Hop']
682,['Hip-Hop']
683,['Hip-Hop']
684,['Hip-Hop']
685,['Hip-Hop']
686,['Hip-Hop']
687,['Hip-Hop']
688,['Hip-Hop']
689,['Hip-Hop']
690,['Hip-Hop']
691,['Hip-Hop']
692,['Hip-Hop']
693,['Hip-Hop']
694,['Hip-Hop']
695,['Hip-Hop']
696,['Hip-Hop']
697,['Hip-Hop']
698,['Grunge']
699,['Grunge']
700,['Grunge']
701,['Grunge']
702,['Grunge']
703,['Grunge']
704,['Grunge']
705,['Grunge']
706,['Grunge']
707,['Grunge']
708,['Grunge']
709,['Grunge']
710,['Grunge']
711,['Grunge']
712,['Grunge']
713,['Grunge']
714,['Grunge']
717,['rock']
718,['rock']
719,['rock']
720,['rock']
721,['rock']
722,['rock']
723,['dance']
724,['dance']
725,['dance']
726,['dance']
727,['dance']
728,['dance']
729,['dance']
730,['dance']
731,['dance']
732,['dance']
733,['dance']
734,['dance']
735,['dance']
736,['dance']
737,['dance']
738,['dance']
739,['dance']
740,['dance']
741,['dance']
742,['dance']
743,['dance']
744,['dance']
745,['dance']
746,['dance']
747,['dance']
748,['dance']
749,['dance']
750,['dance']
751,['dance']
752,['dance']
753,['dance']
754,['dance']
755,['dance']
756,['dance']
757,['alternative']
758,['alternative']
759,['alternative']
760,['alternative']
761,['alternative']
762,['alternative']
763,['alternative']
764,['alternative']
765,['alternative']
766,['alternative']
767,['alternative']
768,['alternative']
769,['alternative']
770,['alternative']
771,['alternative']
772,['alternative']
773,['alternative']
774,['alternative']
775,['alternative']
776,['alternative']
777,['alternative']
780,['indie rock']
781,['indie rock']
782,['indie rock']
783,['indie rock']
784,['indie rock']
785,['indie rock']
786,['indie rock']
787,['indie rock']
788,['indie rock']
789,['indie rock']
790,['indie rock']
791,['indie rock']
792,['indie rock']
793,['indie rock']
794,['indie rock']
795,['indie rock']
796,['indie rock']
797,['indie rock']
798,['indie rock']
802,['80s']
803,['80s']
804,['80s']
805,['80s']
806,['80s']
807,['80s']
808,['80s']
809,['80s']
810,['80s']
811,['80s']
812,['80s']
813,['80s']
814,['80s']
815,['80s']
816,['80s']
817,['pop']
818,['pop']
819,['pop']
820,['pop']
821,['pop']
822,['pop']
823,['pop']
824,['pop']
825,['pop']
826,['pop']
827,['pop']
828,['pop']
829,['pop']
830,['pop']
831,['pop']
832,['pop']
833,['pop']
834,['pop']
835,['pop']
836,['pop']
837,['pop']
838,['pop']
839,['pop']
840,['pop']
841,['pop']
842,['pop']
843,['pop']
844,['pop']
845,['pop']
846,['pop']
847,['classic rock']
848,['classic rock']
849,['classic rock']
850,['classic rock']
851,['classic rock']
852,['classic rock']
853,['classic rock']
854,['classic rock']
855,['classic rock']
856,['classic rock']
857,['classic rock']
858,['classic rock']
859,['classic rock']
860,['classic rock']
861,['classic rock']
862,['classic rock']
863,['classic rock']
864,['classic rock']
865,['classic rock']
866,['classic rock']
867,['classic rock']
868,['rock']
869,['rock']
870,['rock']
871,['rock']
872,['rock']
873,['rock']
874,['rock']
875,['rnb']
876,['rnb']
877,['rnb']
878,['rock']
879,['rock']
880,['rock']
881,['rock']
882,['rock']
883,['britpop']
884,['britpop']
885,['britpop']
886,['britpop']
887,['britpop']
888,['britpop']
889,['britpop']
890,['pop']
891,['pop']
892,['pop']
893,['pop']
894,['pop']
895,['pop']
896,['pop']
897,['pop']
898,['alternative']
899,['alternative']
900,['classic rock']
901,['classic rock']
902,['classic rock']
903,['classic rock']
904,['classic rock']
905,['classic rock']
906,['classic rock']
907,['classic rock']
908,['trance']
909,['trance']
910,['trance']
911,['trance']
912,['trance']
913,['trance']
914,['trance']
915,['trance']
916,['trance']
917,['trance']
918,['trance']
919,['electronic']
920,['electronic']
921,['electronic']
922,['electronic']
923,['electronic']
924,['electronic']
925,['electronic']
926,['electronic']
927,['electronic']
928,['electronic']
929,['bow wow']
930,['bow wow']
931,['bow wow']
932,['rock']
933,['rock']
934,['rock']
935,['rock']
936,['rock']
937,['rock']
938,['rock']
939,['rock']
940,['rock']
941,['rock']
942,['rock']
943,['rock']
944,['rock']
945,['rock']
946,['rock']
947,['rock']
948,['rock']
949,['cover']
950,['cover']
951,['cover']
952,['cover']
953,['indie']
954,['indie']
955,['indie']
956,['indie']
957,['indie']
958,['Hip-Hop']
959,['Hip-Hop']
960,['Hip-Hop']
962,['rnb']
963,['rnb']
964,['rnb']
965,['rnb']
966,['rnb']
967,['rnb']
968,['rnb']
975,['indie']
976,['indie']
977,['indie']
978,['indie']
979,['indie']
980,['indie']
981,['indie']
982,['indie']
983,['indie']
984,['indie']
985,['indie']
986,['indie']
987,['indie']
988,['indie']
989,['indie']
990,['underground hip hop']
991,['underground hip hop']
992,['underground hip hop']
993,['blues']
994,['blues']
995,['blues']
996,['blues']
997,['chillout']
998,['chillout']
999,['chillout']
1000,['chillout']
1001,['chillout']
1002,['chillout']
1003,['chillout']
1004,['chillout']
1005,['rnb']
1006,['rnb']
1007,['rnb']
1008,['britpop']
1009,['britpop']
1010,['duran duran']
1011,['duran duran']
1012,['jazz']
1013,['jazz']
1014,['jazz']
1015,['reggae']
1016,['reggae']
1017,['rap']
1018,['rap']
1019,['folk']
1020,['folk']
1021,['folk']
1022,['folk']
1023,['folk']
1024,['ska']
1025,['ska']
1027,['indie rock']
1028,['electronic']
1029,['soul']
1030,['soul']
1031,['rap']
1032,['rap']
1033,['rap']
1034,['favorites']
1035,['indie rock']
1036,['indie rock']
1037,['funk']
1038,['funk']
1039,['funk']
1040,['metalcore']
1041,['Soundtrack']
1042,['Soundtrack']
1043,['afrobeat']
1044,['rap']
1045,['rap']
1048,['us']
1049,['us']
1050,['indie']
1051,['celtic rock']
1052,['samba']
1053,['samba']
1054,['samba']
1055,['samba']
1056,['samba']
1057,['samba']
1058,['samba']
1059,['samba']
1060,['samba']
1061,['samba']
1062,['samba']
1063,['samba']
1064,['samba']
1065,['samba']
1066,['samba']
1067,['samba']
1068,['samba']
1069,['samba']
1070,['samba']
1071,['samba']
1072,['samba']
1073,['samba']
1074,['samba']
1075,['samba']
1076,['samba']
1077,['samba']
1078,['samba']
1079,['samba']
1080,['samba']
1081,['samba']
1082,['samba']
1083,['samba']
1084,['samba']
1085,['samba']
1086,['samba']
1087,['samba']
1088,['samba']
1089,['samba']
1090,['chill']
1091,['chill']
1180,['Hip-Hop']
1181,['Hip-Hop']
1182,['Hip-Hop']
1183,['Hip-Hop']
1184,['Hip-Hop']
1185,['Hip-Hop']
1186,['Hip-Hop']
1187,['electronic']
1188,['electronic']
1189,['electronic']
1190,['electronic']
1191,['electronic']
1192,['electronic']
1193,['electronic']
1194,['electronic']
1195,['electronic']
1196,['electronic']
1197,['electronic']
1198,['electronic']
1199,['electronic']
1200,['teach me how to duggie']
1201,['teach me how to duggie']
1202,['teach me how to duggie']
1203,['teach me how to duggie']
1204,['teach me how to duggie']
1205,['teach me how to duggie']
1206,['teach me how to duggie']
1207,['teach me how to duggie']
1208,['teach me how to duggie']
1209,['teach me how to duggie']
1210,['teach me how to duggie']
1211,['teach me how to duggie']
1212,['teach me how to duggie']
1213,['teach me how to duggie']
1214,['teach me how to duggie']
1215,['teach me how to duggie']
1216,['teach me how to duggie']
1217,['teach me how to duggie']
1218,['oldies']
1219,['soul']
1220,['soul']
1222,['Missy Elliott - Gossip Folks']
1223,['Missy Elliott - Gossip Folks']
1226,['pop']
1227,['pop']
1228,['pop']
1229,['pop']
1230,['pop']
1231,['pop']
1232,['pop']
1233,['oldies']
1234,['oldies']
1235,['lugnt0']
1236,['lugnt0']
1237,['lugnt0']
1238,['jazz']
1239,['jazz']
1240,['Neo-Soul']
1241,['chrisette michele']
1242,['jazz']
1243,['lost']
1244,['lost']
1245,['lost']
1247,['60s']
1248,['60s']
1249,['60s']
1250,['60s']
1251,['60s']
1252,['hardcore punk']
1253,['Alt-country']
1254,['shanes rap']
1255,['shanes rap']
1256,['shanes rap']
1257,['shanes rap']
1258,['shanes rap']
1286,['Hood']
1287,['Hood']
1288,['Hood']
1289,['Hood']
1290,['Hood']
1291,['Hood']
1292,['Hood']
1293,['Hip-Hop']
1294,['Hip-Hop']
1295,['Hip-Hop']
1296,['Hip-Hop']
1297,['Hip-Hop']
1298,['Dirty South']
1299,['Dirty South']
1300,['Dirty South']
1301,['Dirty South']
1302,['Dirty South']
1303,['Dirty South']
1309,['rap']
1310,['Hip-Hop']
1311,['Hip-Hop']
1315,['Crunk']
1316,['Crunk']
1317,['Crunk']
1318,['rap']
1319,['rap']
1321,['hip hop']
1322,['hip hop']
1326,['southern rap']
1327,['southern rap']
1328,['southern rap']
1329,['southern rap']
1330,['southern rap']
1331,['southern rap']
1332,['southern rap']
1333,['Tag']
1334,['Tag']
1339,['whtd-FM']
1340,['shoegazer']
1341,['rap']
1342,['rap']
1343,['Hip-Hop']
1344,['Hip-Hop']
1346,['Hip-Hop']
1347,['Hip-Hop']
1348,['country']
1349,['country']
1350,['country']
1351,['rock']
1352,['rock']
1353,['rock']
1354,['rock']
1355,['rock']
1356,['rock']
1357,['rock']
1358,['rock']
1359,['rock']
1360,['rock']
1361,['rock']
1362,['rock']
1363,['rock']
1364,['rock']
1365,['soul']
1366,['soul']
1367,['soul']
1368,['soul']
1369,['soul']
1370,['soul']
1371,['soul']
1372,['soul']
1373,['soul']
1374,['soul']
1375,['soul']
1376,['rock']
1377,['rock']
1378,['rock']
1379,['rock']
1380,['rock']
1381,['rock']
1382,['rock']
1383,['rock']
1384,['rock']
1385,['rock']
1386,['rock']
1387,['rock']
1388,['rock']
1389,['rock']
1390,['rock']
1391,['rock']
1392,['rock']
1393,['rock']
1394,['rock']
1395,['rock']
1396,['rock']
1397,['rock']
1398,['rock']
1399,['rock']
1400,['rock']
1401,['rock']
1402,['rock']
1403,['rock']
1404,['rock']
1405,['rock']
1406,['rock']
1407,['rock']
1408,['rock']
1409,['rock']
1410,['rock']
1411,['rock']
1412,['rock']
1413,['rock']
1414,['rock']
1415,['rock']
1416,['rock']
1417,['rock']
1418,['rock']
1419,['rock']
1420,['rock']
1421,['rock']
1422,['rock']
1423,['rnb']
1424,['rnb']
1425,['rnb']
1426,['rnb']
1427,['rnb']
1428,['rnb']
1429,['rnb']
1430,['rnb']
1431,['80s']
1432,['80s']
1433,['80s']
1434,['80s']
1435,['Hip-Hop']
1436,['Hip-Hop']
1437,['Hip-Hop']
1438,['Hip-Hop']
1439,['Hip-Hop']
1440,['Hip-Hop']
1441,['Hip-Hop']
1442,['Hip-Hop']
1443,['Hip-Hop']
1444,['Hip-Hop']
1445,['Hip-Hop']
1446,['Hip-Hop']
1447,['Hip-Hop']
1448,['Hip-Hop']
1449,['Usher']
1450,['Usher']
1451,['rock']
1452,['rock']
1453,['rock']
1454,['rock']
1455,['rock']
1456,['rock']
1457,['rock']
1458,['rock']
1459,['rock']
1460,['country']
1461,['country']
1462,['country']
1463,['rnb']
1464,['rnb']
1465,['alternative']
1466,['alternative']
1467,['alternative']
1468,['alternative']
1469,['alternative']
1470,['alternative']
1471,['alternative']
1472,['alternative']
1473,['country']
1474,['country']
1475,['female vocalists']
1476,['female vocalists']
1477,['female vocalists']
1478,['female vocalists']
1479,['female vocalists']
1480,['female vocalists']
1481,['female vocalists']
1482,['female vocalists']
1483,['female vocalists']
1484,['female vocalists']
1485,['female vocalists']
1486,['female vocalists']
1487,['soul']
1488,['soul']
1489,['soul']
1490,['soul']
1491,['soul']
1492,['soul']
1493,['soul']
1494,['soul']
1495,['new jack swing']
1496,['new jack swing']
1497,['new jack swing']
1498,['new jack swing']
1499,['chillout']
1500,['hard rock']
1501,['hard rock']
1502,['hard rock']
1503,['hard rock']
1504,['hard rock']
1505,['hard rock']
1507,['cool']
1508,['cool']
1509,['cool']
1510,['cool']
1513,['rock']
1514,['rock']
1515,['rock']
1516,['90s']
1517,['90s']
1518,['90s']
1519,['90s']
1520,['90s']
1521,['dance']
1522,['dance']
1523,['dance']
1524,['hard rock']
1525,['hard rock']
1526,['soul']
1527,['soul']
1528,['soul']
1529,['soul']
1530,['soul']
1531,['soul']
1532,['soul']
1533,['soul']
1534,['britpop']
1535,['britpop']
1536,['britpop']
1537,['male vocals']
1538,['rock']
1539,['rock']
1543,['Rock Latino']
1544,['hip hop that doesnt suck ass']
1545,['hip hop that doesnt suck ass']
1546,['hip hop that doesnt suck ass']
1547,['rock']
1548,['rock']
1549,['rock']
1550,['rock']
1551,['rock']
1552,['soul']
1553,['jazz']
1557,['reggae']
1558,['70s']
1560,['trey songs']
1561,['Kitsune']
1563,['soul']
1564,['Spanish Rock']
1565,['Spanish Rock']
1566,['rock']
1569,['dream pop']
1570,['canciones inmortales']
1571,['canciones inmortales']
1572,['reggae']
1573,['trey songz']
1574,['punk rock']
1575,['dance']
1576,['dance']
1577,['rock']
1578,['rock']
1579,['rock']
1580,['rock']
1581,['rock']
1582,['rock']
1583,['rock']
1584,['rock']
1585,['rock']
1586,['rock']
1587,['rock']
1588,['rock']
1589,['rock']
1590,['rock']
1591,['rock']
1592,['rock']
1593,['rock']
1594,['rock']
1595,['indie rock']
1596,['indie rock']
1597,['indie rock']
1598,['indie rock']
1599,['indie rock']
1600,['indie rock']
1601,['indie rock']
1602,['electronic']
1603,['electronic']
1604,['electronic']
1605,['Rock Argentino']
1606,['Rock Argentino']
1607,['Rock Argentino']
1608,['Rock Argentino']
1609,['Rock Argentino']
1610,['Rock Argentino']
1611,['Rock Argentino']
1612,['Rock Argentino']
1613,['Rock Argentino']
1614,['Rock Argentino']
1615,['Rock Argentino']
1616,['adrien wayne']
1617,['adrien wayne']
1618,['adrien wayne']
1619,['adrien wayne']
1620,['adrien wayne']
1621,['adrien wayne']
1622,['adrien wayne']
1623,['adrien wayne']
1624,['electronic']
1625,['electronic']
1626,['electronic']
1627,['electronic']
1628,['electronic']
1629,['electronic']
1630,['electronic']
1631,['Love']
1632,['Love']
1633,['Love']
1638,['love song']
1639,['love song']
1640,['love song']
1641,['love song']
1642,['love song']
1643,['love song']
1644,['love song']
1645,['love song']
1646,['love song']
1647,['love song']
1648,['love song']
1649,['love song']
1650,['love song']
1651,['indie rock']
1652,['indie rock']
1653,['indie rock']
1654,['indie rock']
1655,['indie rock']
1656,['indie rock']
1657,['indie rock']
1658,['indie rock']
1659,['indie rock']
1660,['electronic']
1661,['electronic']
1662,['electronic']
1663,['electronic']
1664,['electronic']
1665,['electronic']
1666,['guitar']
1667,['guitar']
1668,['industrial']
1669,['industrial']
1670,['industrial']
1671,['industrial']
1672,['industrial']
1673,['punk']
1674,['punk']
1675,['punk']
1676,['punk']
1677,['Chuck']
1678,['Chuck']
1679,['Chuck']
1693,['electronic']
1694,['electronic']
1695,['electronic']
1696,['electronic']
1697,['electronic']
1698,['rock']
1699,['rock']
1700,['rock']
1701,['rock']
1702,['rock']
1703,['alternative']
1704,['brain2brain']
1705,['electronic']
1706,['electronic']
1707,['pfabtrax']
1708,['baile funk']
1709,['electronic']
1710,['jazz']
1711,['jazz']
1712,['jazz']
1713,['jazz']
1714,['jazz']
1715,['jazz']
1716,['jazz']
1717,['jazz']
1718,['jazz']
1719,['jazz']
1720,['jazz']
1721,['jazz']
1722,['jazz']
1723,['jazz']
1724,['jazz']
1725,['rock']
1726,['rock']
1727,['rock']
1728,['rock']
1729,['rock']
1730,['rock']
1731,['rock']
1732,['rock']
1733,['50s']
1734,['50s']
1735,['50s']
1736,['50s']
1737,['50s']
1738,['50s']
1742,['Disco']
1743,['Disco']
1744,['Disco']
1745,['Disco']
1746,['Disco']
1747,['Disco']
1748,['Disco']
1749,['Disco']
1750,['Disco']
1751,['Disco']
1752,['Disco']
1753,['Disco']
1754,['Disco']
1755,['Disco']
1756,['Disco']
1757,['Disco']
1758,['Disco']
1759,['Disco']
1760,['Disco']
1761,['80s']
1762,['80s']
1763,['80s']
1764,['80s']
1765,['comedy']
1766,['comedy']
1767,['comedy']
1768,['comedy']
1769,['comedy']
1770,['comedy']
1771,['comedy']
1772,['comedy']
1773,['comedy']
1774,['comedy']
1775,['comedy']
1776,['blues']
1777,['blues']
1778,['blues']
1779,['blues']
1780,['blues']
1781,['blues']
1782,['blues']
1783,['blues']
1784,['blues']
1785,['blues']
1786,['blues']
1787,['trip-hop']
1788,['trip-hop']
1789,['trip-hop']
1790,['classic rock']
1791,['classic rock']
1792,['classic rock']
1793,['classic rock']
1794,['classic rock']
1795,['classic rock']
1796,['classic rock']
1797,['classic rock']
1798,['classic rock']
1799,['classic rock']
1800,['classic rock']
1801,['classic rock']
1802,['classic rock']
1803,['classic rock']
1804,['classic rock']
1805,['classic rock']
1806,['celtic']
1807,['celtic']
1808,['celtic']
1809,['celtic']
1810,['celtic']
1811,['Disney']
1812,['Disney']
1813,['Disney']
1814,['Disney']
1819,['blues rock']
1820,['blues rock']
1821,['blues rock']
1822,['blues rock']
1823,['blues rock']
1824,['blues rock']
1825,['blues rock']
1826,['blues rock']
1827,['blues rock']
1828,['blues rock']
1829,['blues rock']
1830,['rock']
1831,['rock']
1832,['rock']
1833,['rock']
1834,['rock']
1835,['electronic']
1836,['electronic']
1837,['electronic']
1838,['electronic']
1839,['electronic']
1840,['electronic']
1841,['electronic']
1842,['ambient']
1843,['ambient']
1844,['ambient']
1851,['oldies']
1852,['oldies']
1858,['spanish']
1859,['spanish']
